datetime,RH2M,PRECTOTCORR,WS50M,WS10M,ALLSKY_KT
2021-07-27 21:00:00,25.94,0.0,8.49,4.3,-999.0
2021-07-27 22:00:00,27.56,0.0,8.24,4.06,-999.0
2021-07-27 23:00:00,29.31,0.0,7.81,3.75,-999.0
2021-07-28 00:00:00,30.75,0.0,7.56,3.57,-999.0
2021-07-28 01:00:00,32.0,0.0,7.33,3.48,-999.0
2021-07-28 02:00:00,33.19,0.0,7.12,3.44,-999.0
2021-07-28 03:00:00,34.44,0.0,7.01,3.44,-999.0
2021-07-28 04:00:00,35.88,0.0,7.19,3.51,-999.0
2021-07-28 05:00:00,32.62,0.0,7.35,4.45,0.34
2021-07-28 06:00:00,27.25,0.0,7.15,6.01,0.49
2021-07-28 07:00:00,21.69,0.0,9.48,7.99,0.59
2021-07-28 08:00:00,18.0,0.0,9.21,8.1,0.66
2021-07-28 09:00:00,15.5,0.0,8.51,7.66,0.7
2021-07-28 10:00:00,13.56,0.0,7.89,7.2,0.62
2021-07-28 11:00:00,12.31,0.0,7.37,6.83,0.7
2021-07-28 12:00:00,11.5,0.0,7.05,6.61,0.64
2021-07-28 13:00:00,11.25,0.0,7.25,6.75,0.57
2021-07-28 14:00:00,11.69,0.0,7.72,7.1,0.59
2021-07-28 15:00:00,12.5,0.0,8.22,7.4,0.52
2021-07-28 16:00:00,13.75,0.0,8.65,7.57,0.44
2021-07-28 17:00:00,15.38,0.0,9.2,7.67,0.4
2021-07-28 18:00:00,17.56,0.0,9.69,7.09,0.3
2021-07-28 19:00:00,20.06,0.0,10.29,7.42,-999.0
2021-07-28 20:00:00,23.06,0.0,10.77,7.84,-999.0
2021-07-28 21:00:00,27.12,0.0,10.86,8.02,-999.0
2021-07-28 22:00:00,33.25,0.0,11.02,8.4,-999.0
2021-07-28 23:00:00,41.19,0.0,11.22,8.85,-999.0
2021-07-29 00:00:00,47.62,0.0,11.07,8.83,-999.0
2021-07-29 01:00:00,51.5,0.0,11.17,8.91,-999.0
2021-07-29 02:00:00,55.25,0.0,11.37,9.08,-999.0
2021-07-29 03:00:00,58.5,0.0,11.72,9.23,-999.0
2021-07-29 04:00:00,62.88,0.0,11.79,9.26,-999.0
2021-07-29 05:00:00,63.06,0.0,11.59,9.33,0.31
2021-07-29 06:00:00,52.0,0.0,12.03,9.98,0.45
2021-07-29 07:00:00,39.5,0.0,12.72,10.76,0.59
2021-07-29 08:00:00,29.75,0.0,12.95,11.13,0.67
2021-07-29 09:00:00,24.06,0.0,12.51,10.92,0.72
2021-07-29 10:00:00,20.69,0.0,11.68,10.35,0.73
2021-07-29 11:00:00,18.19,0.0,10.84,9.76,0.72
2021-07-29 12:00:00,16.5,0.0,10.8,9.78,0.64
2021-07-29 13:00:00,15.69,0.0,11.21,10.11,0.63
2021-07-29 14:00:00,15.5,0.0,11.63,10.36,0.53
2021-07-29 15:00:00,15.94,0.0,11.93,10.42,0.46
2021-07-29 16:00:00,17.06,0.0,12.24,10.41,0.38
2021-07-29 17:00:00,19.19,0.0,12.62,10.37,0.34
2021-07-29 18:00:00,22.81,0.0,12.67,9.86,0.29
2021-07-29 19:00:00,27.44,0.0,12.35,9.42,-999.0
2021-07-29 20:00:00,31.56,0.0,12.17,9.24,-999.0
2021-07-29 21:00:00,34.19,0.0,12.22,9.24,-999.0
2021-07-29 22:00:00,35.12,0.0,12.17,9.11,-999.0
2021-07-29 23:00:00,36.38,0.0,11.42,8.49,-999.0
2021-07-30 00:00:00,38.38,0.01,11.77,8.59,-999.0
2021-07-30 01:00:00,42.06,0.01,12.04,8.81,-999.0
2021-07-30 02:00:00,47.5,0.01,11.36,8.3,-999.0
2021-07-30 03:00:00,53.25,0.0,10.93,8.04,-999.0
2021-07-30 04:00:00,58.56,0.0,10.73,7.99,-999.0
2021-07-30 05:00:00,60.31,0.0,10.56,8.39,0.35
2021-07-30 06:00:00,52.94,0.0,12.17,9.94,0.52
2021-07-30 07:00:00,42.19,0.0,13.31,11.1,0.64
2021-07-30 08:00:00,33.75,0.0,13.26,11.27,0.7
2021-07-30 09:00:00,27.56,0.0,12.55,10.85,0.73
2021-07-30 10:00:00,23.38,0.0,11.69,10.24,0.74
2021-07-30 11:00:00,20.44,0.0,10.99,9.77,0.73
2021-07-30 12:00:00,18.5,0.0,10.52,9.48,0.68
2021-07-30 13:00:00,17.62,0.0,10.36,9.38,0.62
2021-07-30 14:00:00,17.56,0.0,10.56,9.5,0.57
2021-07-30 15:00:00,18.12,0.0,11.18,9.85,0.55
2021-07-30 16:00:00,19.19,0.0,11.91,10.19,0.48
2021-07-30 17:00:00,21.12,0.0,12.33,10.13,0.42
2021-07-30 18:00:00,23.94,0.0,11.83,9.21,0.31
2021-07-30 19:00:00,26.5,0.0,11.13,8.19,-999.0
2021-07-30 20:00:00,28.5,0.0,10.4,7.36,-999.0
2021-07-30 21:00:00,30.69,0.0,9.52,6.42,-999.0
2021-07-30 22:00:00,32.88,0.0,9.01,5.57,-999.0
2021-07-30 23:00:00,34.5,0.0,9.43,5.74,-999.0
2021-07-31 00:00:00,36.81,0.09,9.44,5.62,-999.0
2021-07-31 01:00:00,40.19,0.09,9.42,5.62,-999.0
2021-07-31 02:00:00,43.94,0.09,9.35,5.59,-999.0
2021-07-31 03:00:00,47.38,0.0,9.13,5.53,-999.0
2021-07-31 04:00:00,49.44,0.01,8.83,5.59,-999.0
2021-07-31 05:00:00,48.75,0.0,8.6,6.38,0.34
2021-07-31 06:00:00,42.69,0.0,10.72,8.51,0.5
2021-07-31 07:00:00,34.81,0.0,11.87,9.97,0.62
2021-07-31 08:00:00,28.31,0.0,10.99,9.52,0.69
2021-07-31 09:00:00,23.56,0.0,9.91,8.77,0.72
2021-07-31 10:00:00,19.88,0.0,9.01,8.11,0.73
2021-07-31 11:00:00,17.38,0.0,8.23,7.53,0.71
2021-07-31 12:00:00,15.81,0.0,7.67,7.12,0.66
2021-07-31 13:00:00,15.06,0.02,7.44,6.95,0.59
2021-07-31 14:00:00,15.06,0.02,7.6,7.08,0.58
2021-07-31 15:00:00,15.44,0.04,8.07,7.38,0.55
2021-07-31 16:00:00,16.44,0.05,8.61,7.63,0.45
2021-07-31 17:00:00,18.31,0.01,9.17,7.64,0.38
2021-07-31 18:00:00,21.38,0.0,9.11,6.49,0.3
2021-07-31 19:00:00,23.94,0.0,8.75,5.67,-999.0
2021-07-31 20:00:00,25.69,0.0,8.55,5.31,-999.0
2021-07-31 21:00:00,27.62,0.0,7.97,4.53,-999.0
2021-07-31 22:00:00,30.12,0.0,7.4,3.7,-999.0
2021-07-31 23:00:00,32.62,0.0,7.43,3.63,-999.0
2021-08-01 00:00:00,35.31,0.0,7.5,3.65,-999.0
2021-08-01 01:00:00,37.19,0.0,7.48,3.68,-999.0
2021-08-01 02:00:00,39.19,0.0,7.32,3.57,-999.0
2021-08-01 03:00:00,40.81,0.0,7.14,3.5,-999.0
2021-08-01 04:00:00,42.81,0.0,7.09,3.57,-999.0
2021-08-01 05:00:00,39.62,0.0,6.82,4.46,0.33
2021-08-01 06:00:00,33.0,0.0,7.1,5.86,0.48
2021-08-01 07:00:00,25.81,0.0,7.99,6.87,0.62
2021-08-01 08:00:00,20.38,0.0,6.64,5.91,0.68
2021-08-01 09:00:00,17.0,0.0,5.38,4.89,0.72
2021-08-01 10:00:00,15.06,0.0,4.55,4.18,0.73
2021-08-01 11:00:00,14.19,0.0,3.98,3.69,0.76
2021-08-01 12:00:00,13.81,0.0,3.66,3.42,0.71
2021-08-01 13:00:00,13.75,0.0,3.58,3.4,0.68
2021-08-01 14:00:00,14.31,0.0,3.9,3.74,0.63
2021-08-01 15:00:00,15.5,0.01,4.54,4.34,0.55
2021-08-01 16:00:00,17.19,0.02,5.44,5.09,0.47
2021-08-01 17:00:00,19.5,0.02,6.66,5.83,0.4
2021-08-01 18:00:00,22.75,0.01,8.07,5.78,0.3
2021-08-01 19:00:00,26.06,0.01,9.22,6.62,-999.0
2021-08-01 20:00:00,29.56,0.0,9.49,6.97,-999.0
2021-08-01 21:00:00,32.81,0.01,9.51,6.97,-999.0
2021-08-01 22:00:00,34.88,0.0,9.84,7.0,-999.0
2021-08-01 23:00:00,37.88,0.0,10.46,7.35,-999.0
2021-08-02 00:00:00,42.75,0.0,9.75,6.84,-999.0
2021-08-02 01:00:00,48.12,0.0,8.61,6.02,-999.0
2021-08-02 02:00:00,52.44,0.0,8.17,5.65,-999.0
2021-08-02 03:00:00,56.12,0.01,7.73,5.29,-999.0
2021-08-02 04:00:00,58.81,0.01,7.68,5.14,-999.0
2021-08-02 05:00:00,56.69,0.0,7.47,5.86,0.34
2021-08-02 06:00:00,44.75,0.0,8.67,7.21,0.51
2021-08-02 07:00:00,31.06,0.0,9.88,8.5,0.62
2021-08-02 08:00:00,23.88,0.0,8.94,7.98,0.68
2021-08-02 09:00:00,19.5,0.0,7.67,7.03,0.72
2021-08-02 10:00:00,16.81,0.0,6.54,6.1,0.74
2021-08-02 11:00:00,15.25,0.0,5.89,5.56,0.73
2021-08-02 12:00:00,14.56,0.0,5.65,5.33,0.65
2021-08-02 13:00:00,14.69,0.01,5.43,5.07,0.54
2021-08-02 14:00:00,15.75,0.04,5.18,4.75,0.52
2021-08-02 15:00:00,17.75,0.1,5.12,4.61,0.51
2021-08-02 16:00:00,20.75,0.19,5.26,4.67,0.42
2021-08-02 17:00:00,24.69,0.3,5.84,5.01,0.34
2021-08-02 18:00:00,29.44,0.15,7.16,5.39,0.27
2021-08-02 19:00:00,33.81,0.02,8.67,6.57,-999.0
2021-08-02 20:00:00,38.69,0.02,9.52,7.31,-999.0
2021-08-02 21:00:00,43.69,0.01,9.56,7.2,-999.0
2021-08-02 22:00:00,46.69,0.01,9.06,6.67,-999.0
2021-08-02 23:00:00,46.75,0.01,9.05,6.49,-999.0
2021-08-03 00:00:00,45.5,0.02,9.24,6.52,-999.0
2021-08-03 01:00:00,46.19,0.02,9.78,6.92,-999.0
2021-08-03 02:00:00,50.44,0.01,9.69,7.02,-999.0
2021-08-03 03:00:00,55.5,0.01,9.53,6.85,-999.0
2021-08-03 04:00:00,56.69,0.0,9.45,6.64,-999.0
2021-08-03 05:00:00,54.69,0.0,8.61,6.68,0.31
2021-08-03 06:00:00,45.69,0.0,9.46,7.66,0.45
2021-08-03 07:00:00,29.0,0.0,11.83,9.81,0.52
2021-08-03 08:00:00,20.12,0.0,11.91,10.17,0.59
2021-08-03 09:00:00,17.12,0.0,11.05,9.64,0.62
2021-08-03 10:00:00,16.25,0.01,10.07,8.92,0.61
2021-08-03 11:00:00,16.0,0.03,9.13,8.18,0.51
2021-08-03 12:00:00,15.94,0.07,8.47,7.65,0.56
2021-08-03 13:00:00,16.38,0.14,8.03,7.26,0.48
2021-08-03 14:00:00,17.44,0.15,7.74,6.98,0.44
2021-08-03 15:00:00,18.75,0.11,7.61,6.78,0.44
2021-08-03 16:00:00,20.62,0.05,7.67,6.7,0.38
2021-08-03 17:00:00,22.44,0.03,7.97,6.64,0.3
2021-08-03 18:00:00,25.12,0.01,8.66,6.1,0.27
2021-08-03 19:00:00,27.62,0.01,9.96,7.08,-999.0
2021-08-03 20:00:00,30.88,0.01,10.29,7.62,-999.0
2021-08-03 21:00:00,36.38,0.0,9.31,6.67,-999.0
2021-08-03 22:00:00,41.5,0.0,8.76,6.11,-999.0
2021-08-03 23:00:00,45.5,0.0,8.23,5.59,-999.0
2021-08-04 00:00:00,48.56,0.0,7.73,5.1,-999.0
2021-08-04 01:00:00,50.75,0.0,7.51,4.71,-999.0
2021-08-04 02:00:00,53.31,0.0,7.31,4.36,-999.0
2021-08-04 03:00:00,56.25,0.0,7.35,4.36,-999.0
2021-08-04 04:00:00,59.69,0.0,7.28,4.2,-999.0
2021-08-04 05:00:00,58.19,0.0,6.89,5.01,0.39
2021-08-04 06:00:00,49.12,0.0,8.47,6.8,0.59
2021-08-04 07:00:00,36.25,0.0,9.91,8.36,0.69
2021-08-04 08:00:00,26.5,0.0,9.05,7.92,0.73
2021-08-04 09:00:00,21.19,0.0,7.74,6.94,0.77
2021-08-04 10:00:00,18.56,0.0,6.84,6.23,0.75
2021-08-04 11:00:00,17.12,0.0,6.31,5.83,0.71
2021-08-04 12:00:00,16.19,0.0,6.01,5.61,0.63
2021-08-04 13:00:00,15.44,0.01,5.86,5.5,0.45
2021-08-04 14:00:00,15.56,0.01,6.03,5.62,0.48
2021-08-04 15:00:00,16.31,0.03,6.36,5.83,0.41
2021-08-04 16:00:00,17.56,0.07,6.7,5.97,0.36
2021-08-04 17:00:00,19.31,0.07,6.93,5.69,0.27
2021-08-04 18:00:00,23.75,0.06,7.0,3.8,0.27
2021-08-04 19:00:00,28.38,0.02,7.35,3.73,-999.0
2021-08-04 20:00:00,32.25,0.02,7.29,3.89,-999.0
2021-08-04 21:00:00,35.69,0.01,6.99,3.66,-999.0
2021-08-04 22:00:00,37.69,0.01,6.74,3.41,-999.0
2021-08-04 23:00:00,38.38,0.01,6.37,3.11,-999.0
2021-08-05 00:00:00,39.0,0.01,5.95,2.91,-999.0
2021-08-05 01:00:00,40.44,0.0,5.69,2.84,-999.0
2021-08-05 02:00:00,42.75,0.0,5.79,2.9,-999.0
2021-08-05 03:00:00,46.31,0.0,6.19,3.07,-999.0
2021-08-05 04:00:00,51.38,0.0,6.63,3.31,-999.0
2021-08-05 05:00:00,52.44,0.0,6.54,4.29,0.32
2021-08-05 06:00:00,44.0,0.03,6.72,5.65,0.48
2021-08-05 07:00:00,31.12,0.0,8.49,7.22,0.62
2021-08-05 08:00:00,23.5,0.0,8.6,7.5,0.72
2021-08-05 09:00:00,19.25,0.0,8.31,7.38,0.75
2021-08-05 10:00:00,17.06,0.0,8.02,7.23,0.77
2021-08-05 11:00:00,15.94,0.0,7.71,7.05,0.77
2021-08-05 12:00:00,15.38,0.0,7.43,6.84,0.7
2021-08-05 13:00:00,15.06,0.0,7.27,6.72,0.66
2021-08-05 14:00:00,15.12,0.0,7.28,6.7,0.59
2021-08-05 15:00:00,15.5,0.0,7.39,6.72,0.52
2021-08-05 16:00:00,16.25,0.0,7.62,6.76,0.42
2021-08-05 17:00:00,17.62,0.0,7.89,6.57,0.34
2021-08-05 18:00:00,21.5,0.0,8.06,4.76,0.3
2021-08-05 19:00:00,26.19,0.0,8.81,5.02,-999.0
2021-08-05 20:00:00,32.19,0.0,8.69,5.3,-999.0
2021-08-05 21:00:00,39.81,0.0,7.96,4.81,-999.0
2021-08-05 22:00:00,46.38,0.0,7.33,4.18,-999.0
2021-08-05 23:00:00,50.56,0.0,6.75,3.67,-999.0
2021-08-06 00:00:00,54.12,0.0,6.47,3.43,-999.0
2021-08-06 01:00:00,58.31,0.0,6.31,3.26,-999.0
2021-08-06 02:00:00,62.62,0.0,5.98,2.99,-999.0
2021-08-06 03:00:00,66.12,0.0,5.92,2.89,-999.0
2021-08-06 04:00:00,68.69,0.0,6.3,3.04,-999.0
2021-08-06 05:00:00,64.31,0.0,6.42,4.14,0.35
2021-08-06 06:00:00,50.62,0.0,6.88,5.75,0.54
2021-08-06 07:00:00,34.19,0.0,9.03,7.66,0.64
2021-08-06 08:00:00,26.0,0.0,9.12,7.97,0.7
2021-08-06 09:00:00,21.25,0.0,8.58,7.65,0.73
2021-08-06 10:00:00,18.31,0.0,8.01,7.24,0.73
2021-08-06 11:00:00,16.5,0.0,7.58,6.93,0.75
2021-08-06 12:00:00,15.5,0.0,7.38,6.79,0.68
2021-08-06 13:00:00,15.19,0.0,7.51,6.92,0.62
2021-08-06 14:00:00,15.44,0.0,7.89,7.18,0.55
2021-08-06 15:00:00,16.25,0.0,8.21,7.35,0.44
2021-08-06 16:00:00,17.5,0.0,8.39,7.29,0.36
2021-08-06 17:00:00,19.44,0.0,8.43,6.9,0.29
2021-08-06 18:00:00,23.31,0.0,8.42,5.39,0.3
2021-08-06 19:00:00,26.5,0.0,8.4,4.89,-999.0
2021-08-06 20:00:00,28.81,0.0,7.97,4.17,-999.0
2021-08-06 21:00:00,30.94,0.0,7.13,3.25,-999.0
2021-08-06 22:00:00,31.5,0.0,6.04,2.8,-999.0
2021-08-06 23:00:00,31.19,0.0,5.05,2.52,-999.0
2021-08-07 00:00:00,31.69,0.0,4.72,2.46,-999.0
2021-08-07 01:00:00,33.12,0.0,5.09,2.58,-999.0
2021-08-07 02:00:00,35.12,0.0,5.49,2.64,-999.0
2021-08-07 03:00:00,37.31,0.0,5.63,2.64,-999.0
2021-08-07 04:00:00,38.81,0.0,5.75,2.69,-999.0
2021-08-07 05:00:00,36.69,0.0,6.06,3.5,0.34
2021-08-07 06:00:00,30.69,0.0,5.98,5.01,0.52
2021-08-07 07:00:00,24.25,0.0,6.35,5.59,0.62
2021-08-07 08:00:00,20.5,0.0,5.83,5.26,0.7
2021-08-07 09:00:00,17.62,0.0,5.21,4.72,0.73
2021-08-07 10:00:00,15.5,0.0,4.68,4.24,0.66
2021-08-07 11:00:00,14.12,0.01,4.34,3.92,0.62
2021-08-07 12:00:00,13.25,0.01,4.0,3.58,0.51
2021-08-07 13:00:00,13.25,0.01,3.7,3.25,0.49
2021-08-07 14:00:00,14.0,0.02,3.59,3.23,0.41
2021-08-07 15:00:00,16.19,0.01,4.01,3.73,0.37
2021-08-07 16:00:00,19.94,0.0,4.49,4.18,0.33
2021-08-07 17:00:00,24.38,0.0,4.52,4.02,0.27
2021-08-07 18:00:00,30.06,0.0,4.34,2.94,0.29
2021-08-07 19:00:00,34.69,0.0,3.98,2.14,-999.0
2021-08-07 20:00:00,37.94,0.0,3.2,1.86,-999.0
2021-08-07 21:00:00,40.5,0.01,2.41,1.43,-999.0
2021-08-07 22:00:00,43.25,0.0,1.87,1.16,-999.0
2021-08-07 23:00:00,46.06,0.02,1.84,1.23,-999.0
2021-08-08 00:00:00,48.75,0.04,2.18,1.43,-999.0
2021-08-08 01:00:00,51.19,0.05,2.49,1.61,-999.0
2021-08-08 02:00:00,53.44,0.01,2.69,1.73,-999.0
2021-08-08 03:00:00,55.44,0.0,2.81,1.8,-999.0
2021-08-08 04:00:00,57.12,0.0,2.91,1.87,-999.0
2021-08-08 05:00:00,54.56,0.0,3.03,1.81,0.3
2021-08-08 06:00:00,45.19,0.0,2.59,2.33,0.47
2021-08-08 07:00:00,28.75,0.0,3.45,2.97,0.59
2021-08-08 08:00:00,23.12,0.0,4.57,4.08,0.7
2021-08-08 09:00:00,22.06,0.0,4.94,4.46,0.73
2021-08-08 10:00:00,21.12,0.0,4.75,4.24,0.73
2021-08-08 11:00:00,19.5,0.0,4.37,3.79,0.62
2021-08-08 12:00:00,17.94,0.0,4.15,3.6,0.57
2021-08-08 13:00:00,17.12,0.0,4.1,3.61,0.49
2021-08-08 14:00:00,17.12,0.0,3.94,3.51,0.48
2021-08-08 15:00:00,17.62,0.01,3.52,3.12,0.37
2021-08-08 16:00:00,18.5,0.01,3.18,2.79,0.34
2021-08-08 17:00:00,19.88,0.01,3.29,2.6,0.32
2021-08-08 18:00:00,24.56,0.0,4.05,2.18,0.29
2021-08-08 19:00:00,26.19,0.0,5.47,2.76,-999.0
2021-08-08 20:00:00,28.31,0.0,6.82,3.29,-999.0
2021-08-08 21:00:00,33.12,0.0,7.53,3.78,-999.0
2021-08-08 22:00:00,39.56,0.0,7.36,3.88,-999.0
2021-08-08 23:00:00,45.38,0.0,6.63,3.42,-999.0
2021-08-09 00:00:00,49.5,0.0,5.6,2.88,-999.0
2021-08-09 01:00:00,51.31,0.0,4.6,2.37,-999.0
2021-08-09 02:00:00,52.94,0.0,4.34,2.27,-999.0
2021-08-09 03:00:00,54.31,0.0,4.79,2.45,-999.0
2021-08-09 04:00:00,54.75,0.0,5.77,2.78,-999.0
2021-08-09 05:00:00,50.38,0.0,6.44,3.29,0.38
2021-08-09 06:00:00,39.88,0.0,6.41,5.17,0.58
2021-08-09 07:00:00,29.19,0.0,7.68,6.45,0.67
2021-08-09 08:00:00,22.75,0.0,7.15,6.24,0.72
2021-08-09 09:00:00,18.12,0.0,6.14,5.42,0.73
2021-08-09 10:00:00,14.56,0.0,5.4,4.76,0.73
2021-08-09 11:00:00,12.06,0.0,4.9,4.31,0.72
2021-08-09 12:00:00,10.69,0.0,4.41,3.89,0.63
2021-08-09 13:00:00,10.19,0.0,3.94,3.5,0.66
2021-08-09 14:00:00,10.5,0.0,3.64,3.28,0.58
2021-08-09 15:00:00,11.31,0.0,3.67,3.35,0.52
2021-08-09 16:00:00,12.69,0.0,4.01,3.64,0.43
2021-08-09 17:00:00,14.69,0.0,4.5,3.58,0.38
2021-08-09 18:00:00,18.88,0.0,5.53,2.76,0.3
2021-08-09 19:00:00,20.06,0.0,7.0,3.36,-999.0
2021-08-09 20:00:00,20.06,0.0,8.24,4.11,-999.0
2021-08-09 21:00:00,19.88,0.0,8.85,4.81,-999.0
2021-08-09 22:00:00,20.12,0.0,8.86,4.7,-999.0
2021-08-09 23:00:00,21.31,0.0,8.28,4.02,-999.0
2021-08-10 00:00:00,22.94,0.0,7.3,3.46,-999.0
2021-08-10 01:00:00,24.38,0.0,6.21,3.15,-999.0
2021-08-10 02:00:00,25.62,0.0,5.27,2.88,-999.0
2021-08-10 03:00:00,26.5,0.0,4.66,2.66,-999.0
2021-08-10 04:00:00,27.56,0.0,4.45,2.57,-999.0
2021-08-10 05:00:00,26.81,0.0,4.59,2.47,0.39
2021-08-10 06:00:00,21.44,0.0,4.47,3.64,0.57
2021-08-10 07:00:00,17.19,0.0,5.86,4.89,0.68
2021-08-10 08:00:00,15.5,0.0,6.18,5.42,0.73
2021-08-10 09:00:00,14.06,0.0,6.07,5.36,0.76
2021-08-10 10:00:00,12.62,0.0,6.06,5.37,0.78
2021-08-10 11:00:00,11.38,0.0,5.97,5.31,0.78
2021-08-10 12:00:00,10.19,0.0,5.68,5.04,0.68
2021-08-10 13:00:00,9.25,0.0,5.17,4.56,0.6
2021-08-10 14:00:00,8.81,0.0,4.7,4.11,0.56
2021-08-10 15:00:00,8.94,0.0,4.44,3.84,0.53
2021-08-10 16:00:00,9.62,0.0,4.37,3.74,0.46
2021-08-10 17:00:00,11.19,0.0,4.21,3.03,0.39
2021-08-10 18:00:00,14.69,0.0,3.82,2.06,0.3
2021-08-10 19:00:00,16.12,0.0,3.71,2.1,-999.0
2021-08-10 20:00:00,17.19,0.0,3.68,2.07,-999.0
2021-08-10 21:00:00,18.25,0.0,3.46,1.95,-999.0
2021-08-10 22:00:00,19.25,0.0,3.08,1.82,-999.0
2021-08-10 23:00:00,20.19,0.0,2.45,1.55,-999.0
2021-08-11 00:00:00,20.81,0.0,1.6,1.09,-999.0
2021-08-11 01:00:00,21.44,0.0,0.8,0.63,-999.0
2021-08-11 02:00:00,22.38,0.0,0.74,0.61,-999.0
2021-08-11 03:00:00,23.56,0.0,1.51,1.05,-999.0
2021-08-11 04:00:00,24.88,0.0,2.54,1.63,-999.0
2021-08-11 05:00:00,25.06,0.0,3.4,1.95,0.32
2021-08-11 06:00:00,20.81,0.0,3.33,2.76,0.52
2021-08-11 07:00:00,16.44,0.0,3.52,3.03,0.62
2021-08-11 08:00:00,12.94,0.0,3.78,3.25,0.73
2021-08-11 09:00:00,11.44,0.0,4.41,3.77,0.76
2021-08-11 10:00:00,10.69,0.0,5.28,4.6,0.74
2021-08-11 11:00:00,10.0,0.0,6.17,5.44,0.72
2021-08-11 12:00:00,9.25,0.0,7.04,6.25,0.7
2021-08-11 13:00:00,8.5,0.0,7.81,6.93,0.7
2021-08-11 14:00:00,7.62,0.0,8.49,7.47,0.7
2021-08-11 15:00:00,6.88,0.0,8.99,7.84,0.68
2021-08-11 16:00:00,6.62,0.0,9.17,7.86,0.62
2021-08-11 17:00:00,7.19,0.0,8.82,6.84,0.51
2021-08-11 18:00:00,9.75,0.0,8.14,4.31,0.35
2021-08-11 19:00:00,11.94,0.0,7.89,3.83,-999.0
2021-08-11 20:00:00,13.88,0.0,7.54,3.65,-999.0
2021-08-11 21:00:00,16.44,0.0,7.0,3.46,-999.0
2021-08-11 22:00:00,19.69,0.0,6.66,3.26,-999.0
2021-08-11 23:00:00,23.25,0.0,6.51,3.17,-999.0
2021-08-12 00:00:00,27.06,0.0,6.39,3.14,-999.0
2021-08-12 01:00:00,30.94,0.0,6.14,3.07,-999.0
2021-08-12 02:00:00,34.25,0.0,5.81,3.02,-999.0
2021-08-12 03:00:00,36.69,0.0,5.43,2.96,-999.0
2021-08-12 04:00:00,38.31,0.0,5.01,2.88,-999.0
2021-08-12 05:00:00,35.94,0.0,4.52,2.52,0.37
2021-08-12 06:00:00,27.75,0.0,3.46,2.99,0.57
2021-08-12 07:00:00,19.5,0.0,3.23,2.82,0.66
2021-08-12 08:00:00,11.56,0.0,3.72,3.28,0.71
2021-08-12 09:00:00,9.62,0.0,3.67,3.29,0.77
2021-08-12 10:00:00,8.94,0.0,3.47,3.15,0.78
2021-08-12 11:00:00,8.69,0.0,3.33,3.02,0.74
2021-08-12 12:00:00,8.75,0.0,3.22,2.91,0.63
2021-08-12 13:00:00,8.94,0.0,3.04,2.72,0.6
2021-08-12 14:00:00,9.31,0.0,2.76,2.43,0.58
2021-08-12 15:00:00,10.0,0.0,2.72,2.37,0.5
2021-08-12 16:00:00,11.25,0.0,3.37,2.96,0.42
2021-08-12 17:00:00,13.62,0.0,4.22,3.33,0.35
2021-08-12 18:00:00,18.38,0.0,5.09,2.68,0.32
2021-08-12 19:00:00,21.25,0.0,6.09,3.09,-999.0
2021-08-12 20:00:00,23.88,0.0,6.3,3.06,-999.0
2021-08-12 21:00:00,26.44,0.0,5.6,2.86,-999.0
2021-08-12 22:00:00,28.44,0.0,4.56,2.56,-999.0
2021-08-12 23:00:00,29.75,0.0,3.75,2.23,-999.0
2021-08-13 00:00:00,31.0,0.0,3.07,1.86,-999.0
2021-08-13 01:00:00,33.06,0.0,2.47,1.51,-999.0
2021-08-13 02:00:00,35.06,0.0,1.89,1.21,-999.0
2021-08-13 03:00:00,36.94,0.0,1.37,0.91,-999.0
2021-08-13 04:00:00,38.38,0.0,1.0,0.69,-999.0
2021-08-13 05:00:00,38.25,0.0,0.84,0.58,0.36
2021-08-13 06:00:00,32.75,0.0,0.78,0.68,0.57
2021-08-13 07:00:00,20.44,0.0,1.41,1.1,0.67
2021-08-13 08:00:00,14.94,0.0,2.33,1.97,0.73
2021-08-13 09:00:00,12.56,0.0,2.92,2.52,0.76
2021-08-13 10:00:00,10.88,0.0,3.42,2.99,0.77
2021-08-13 11:00:00,9.69,0.0,3.87,3.42,0.77
2021-08-13 12:00:00,8.88,0.0,4.29,3.86,0.77
2021-08-13 13:00:00,8.44,0.0,4.62,4.21,0.77
2021-08-13 14:00:00,8.31,0.0,4.94,4.54,0.76
2021-08-13 15:00:00,8.38,0.0,5.29,4.88,0.73
2021-08-13 16:00:00,8.75,0.0,5.72,5.21,0.67
2021-08-13 17:00:00,9.62,0.0,6.38,5.0,0.55
2021-08-13 18:00:00,12.56,0.0,7.04,3.63,0.37
2021-08-13 19:00:00,14.94,0.0,6.66,3.32,-999.0
2021-08-13 20:00:00,18.56,0.0,5.34,2.74,-999.0
2021-08-13 21:00:00,24.44,0.0,4.39,2.48,-999.0
2021-08-13 22:00:00,32.06,0.0,3.73,2.24,-999.0
2021-08-13 23:00:00,40.25,0.0,3.15,1.97,-999.0
2021-08-14 00:00:00,47.75,0.0,3.09,1.93,-999.0
2021-08-14 01:00:00,55.19,0.0,3.62,2.16,-999.0
2021-08-14 02:00:00,62.75,0.0,4.09,2.33,-999.0
2021-08-14 03:00:00,70.44,0.0,4.36,2.44,-999.0
2021-08-14 04:00:00,77.81,0.0,4.58,2.55,-999.0
2021-08-14 05:00:00,76.38,0.0,4.57,2.9,0.41
